,Suburb,Business.Type,Name.of.Business,Latitude,Longitude,Address,Phone.Number
1308,Northcote,Legal Services,A W B Legal,-37.775863,144.990727,"24 Clarke St, Northcote VIC 3070",(03) 9489 4303
1309,Northcote,Legal Services,Nest Legal,-37.768924,144.998933,"397 High St, Northcote VIC 3070",(03) 9486 5269
1310,West Footscray - Tottenham,Legal Services,Trident Legal,-37.7976072,144.8983152,"1/40 Droop St, Footscray VIC 3011",(03) 9966 8790
1311,West Footscray - Tottenham,Legal Services,Lieu & Associates,-37.8012018,144.9007654,"48 Leeds St, Footscray VIC 3011",(03) 9689 6393
1312,West Footscray - Tottenham,Legal Services,"Westjustice, Western Community Legal Centre",-37.8026338,144.8894888,"1/72 Buckley St, Footscray VIC 3011",(03) 9749 7720
1313,Malvern - Glen Iris,Legal Services,Moyle Legal,-37.86684,145.03067,"91 Station St, Malvern VIC 3144",(03) 9509 9360
1314,Malvern - Glen Iris,Legal Services,McDonald Lawyers,-37.849189,145.036177,"1/35 A Elizabeth St, Malvern VIC 3144",0405 278 865
1315,Clayton,Legal Services,JK Lawyers,-37.9115341,145.1488277,"3/31 Duerdin St, Clayton VIC 3168",(03) 9562 2662
1316,Mulgrave,Legal Services,Porto Grace & Drew Lawyers,-37.9244437,145.1493536,"5A Hartnett Cl, Mulgrave VIC 3170",1300 609 400
1318,Doncaster,Legal Services,Luna & Xia Lawyers,-37.7851377,145.1255238,"Westfield Doncaster Office Tower, 7001/619 Doncaster Rd, Doncaster VIC 3108",(03) 9848 2949
1319,Doncaster,Legal Services,Plaza Legal,-37.7864092,145.144077,"857 Doncaster Rd, Doncaster East VIC 3109",(03) 9848 4144
1320,Doncaster,Legal Services,Lawcorp Lawyers,-37.7892332,145.1599965,"Level 2/1006 Doncaster Rd, Doncaster East VIC 3109",(03) 9894 6888
1321,Wantirna South,Legal Services,The David Law Firm,-37.8706383,145.24404,"1/2 Capital City Blvd, Wantirna South VIC 3152",(03) 9800 5158
1322,Wantirna South,Legal Services,Metropolitan Solicitors,-37.8703746,145.2381374,"1/426 Burwood Hwy, Wantirna South VIC 3152",(03) 9800 5400
1323,Wantirna South,Legal Services,"Cooper, Hart, Leggiero and Whitehead",-37.8700495,145.235584,"Unit 9/410 Burwood Hwy, Wantirna South VIC 3152",(03) 9800 5158
1324,Carlton North - Princes Hill,Legal Services,Schembri & Co Lawyers,-37.8033724,144.9646784,"1/135 Cardigan St, Carlton VIC 3053",(03) 9347 0355
1325,Carlton North - Princes Hill,Legal Services,FCG Legal,-37.806258,144.967747,"28 Drummond St, Carlton VIC 3053",(03) 8660 4700
1326,Sandringham - Black Rock,Legal Services,Tragear& Harris Lawyers,-37.950561,145.003426,"1/23-25 Melrose St, Sandringham VIC 3191",(03) 9583 6168
1327,Cheltenham - Highett,Legal Services,Ivan P Smith & Associates,-37.9657332,145.0564438,"2/10 Park Rd, Cheltenham VIC 3192",(03) 9585 1300
1329,Balwyn,Legal Services,Ron Spezzano & Associates,-37.802795,145.076563,"1/110 Belmore Rd, Balwyn VIC 3103",(03) 9859 3144
1330,Hoppers Crossing,Legal Services,Sargeants-Altona,-37.8749704,144.7183521,"Old Geelong Rd, Hoppers Crossing VIC 3029",(03) 9749 0229
1331,Mill Park,Legal Services,Chesser Lawyers,-37.6751069,145.0709381,"3 Grevillia Dr, Mill Park VIC 3082",0488 435 198
1332,Mill Park,Legal Services,Demarte Lawyers,-37.6657776,145.0602771,"Suite 18 Level 1, The Stables Shopping Centre, 314-360 Childs Rd, Mill Park VIC 3082",(03) 8418 6677
1333,Port Melbourne,Legal Services,McCluskys Lawyers,-37.8404978,144.9402636,"111 Bay St, Port Melbourne VIC 3207",(03) 9646 2833
1334,Port Melbourne,Legal Services,Willsmart,-37.841724,144.9393803,"50 Bay St, Port Melbourne VIC 3207",1300 725 789
1335,Upwey - Tecoma,Legal Services,House & Land Conveyancing Pty Ltd,-37.9044314,145.33364,"1458 Burwood Hwy, Upwey VIC 3158",(03) 9754 8777
1336,Cranbourne North,Legal Services,SD Small Business Services,-38.082765,145.28376,"21 Filomena Ct, Cranbourne North VIC 3397",0479 087 807
1337,Vermount South,Legal Services,Keith Elliott,-37.8506418,145.1750337,"17 Adrian Ave, Vermont South VIC 3133",(03) 9887 8136
1338,Vermount South,Legal Services,A. Hymans Solicitors,-37.854325,145.188392,"37 Woodleigh Cres, Vermont South VIC 3133",(03) 9803 0907
1339,Thornbury,Legal Services,Comito lacovino & Co,-37.759446,145.000633,"660 High St, Thornbury VIC 3071",(03) 9480 1544
1340,Thornbury,Legal Services,A.G. Novatsis & Associates,-37.7618546,145.0004498,"594 High St, Thornbury VIC 3071",0412 623 805
1341,Thornbury,Legal Services,Walsh Johnston & Co,-37.7665232,144.9994984,"454 High St, Northcote VIC 3070",(03) 9489 9566
1342,Thornbury,Legal Services,???? ???????,-37.758396,144.990863,"100 Normanby Ave, Thornbury VIC 3071",
1343,Thornbury,Legal Services,Phillips & Wilkins Solicitors,-37.755782,145.000865,"823 High St, Thornbury VIC 3071",
1344,Geelong West,Legal Services,Succession Legal,-38.1421501,144.3492986,"66 Hope St, Geelong West VIC 3218",
1345,Geelong West,Legal Services,McIntyre & Statton,-38.1470093,144.3507932,"16 Aberdeen St, Geelong West VIC 3218",
1346,Williamstown,Legal Services,Williamstown Lawyers,-37.856804,144.898161,"64 Stevedore St, Williamstown VIC 3016",
1347,Williamstown,Legal Services,Launch Legal,-37.862787,144.9017454,"12 Parker St, Williamstown VIC 3016",
1348,Williamstown,Legal Services,Matthew Oldham Barrister & Solicitor,-37.8581816,144.889605,"1/145 Railway Pl, Williamstown VIC 3016",
1349,Williamstown,Legal Services,Gavan J Black Lawyers & Consultants,-37.8594563,144.9002465,"27 Ferguson St, Williamstown VIC 3016",
1350,Darley,Legal Services,Infinity Accountants,-37.6547739,144.4199644,"2 Webster St, Darley VIC 3340",
1351,Williams Landing,Legal Services,Way2OZ Migration Services,-37.8575017,144.7483695,"2 Wildebrand Ave, Williams Landing VIC 3027",
1352,Hillside,Legal Services,Shanley Management Services,-37.6861381,144.7384986,"14/49-69 Royal Cres, Hillside VIC 3037",
1353,Hillside,Legal Services,Loan Market Mortgage Broker Beti Butrakoska,-37.6909409,144.7494448,"5 Bedingham Dr, Hillside VIC 3037",
1354,Beaconsfield - Officer,Legal Services,ISO Consultancy,-38.0697091,145.4226944,"27 Christopher Rd, Officer Melbourne VIC 3809",
1355,Yarra Junction,Legal Services,Mepstead Lawyers,-37.7815806,145.6163859,"2485 Warburton Hwy, Yarra Junction VIC 3797",
1356,Yarra Junction,Legal Services,O'Brien and Black Lawyers,-37.7818907,145.6147206,"2466 Warburton Hwy, Yarra Junction VIC 3797",
1357,Yarra Junction,Legal Services,Black G a & Co,-37.781329,145.6137534,"2457 Warburton Hwy, Yarra Junction VIC 3797",
1358,Ballarat Central,Legal Services,Ballarat Legal Resolution Services,-37.562146,143.855389,"Level 1 City Centre Arcade, 315 - 317 Sturt Street, Ballarat Central VIC 3350",
1359,Ballarat Central,Legal Services,Law on Lydiard,-37.5630301,143.8571499,"26 Lydiard St S, Ballarat Central VIC 3350",
1360,Ballarat Central,Legal Services,Ballarat Lawyers,-37.5635856,143.8571936,"42 Lydiard St S, Ballarat Central VIC 3350",
1361,Ballarat Central,Legal Services,Cinque Oakley Senior,-37.563243,143.8533307,"17 Dawson St S, Ballarat Central VIC 3350",
1362,Ballarat Central,Legal Services,Nevett Wilkinson Frawley Lawyers,-37.5632194,143.8577894,"41 Lydiard St S, Ballarat Central VIC 3350",
1363,Ballarat Central,Legal Services,Latham Moore & Associates,-37.830047,144.8879411,"55 Hudsons Rd, Spotswood VIC 3015",
1364,Tullamarine,Legal Services,GC Melbourne Lawyers,-37.7116503,144.8634343,"3/10 Assembly Dr, Tullamarine VIC 3043",
1365,Mentone,Legal Services,Parsons Tim & Associates,-37.985539,145.057333,"15 Plummer Rd, Mentone VIC 3194",
1366,Mentone,Legal Services,Upgrade Investment Pty Ltd,-37.985,145.068889,"PO 586, Mentone VIC 3194",
1367,Mentone,Legal Services,Brendan Holland & Michael Cahir,-37.980943,145.063491,"130 Balcombe Rd, Mentone VIC 3194",
1368,Harkaway,Legal Services,Vankish Lawyers,-37.975,145.377637,"1-5 Tangara Ln, Harkaway VIC 3806",
1369,Hadfield,Legal Services,MC Conveyancing Services,-37.7131969,144.9440413,"16 Dickinson St, Hadfield VIC 3046",
1370,Drysdale,Legal Services,Ristevski Lawyers,-38.1731327,144.5708341,"1 High St, Drysdale VIC 3222",
1371,Mccrae,Legal Services,Anderson Alan J & Associates PTY LTD,-38.3578173,144.9222833,"1 Surrey St, McCrae VIC 3938",
1372,Alphington - Fairfield,Legal Services,Matisi Legal Lawyers,-37.766096,145.019844,"5/306 Station St, Fairfield VIC 3078",
1373,Torquay,Legal Services,Cornish Lawyers Pty Ltd,-38.3310571,144.3245566,"l1/6 Walker St, Torquay VIC 3228",
1374,Torquay,Legal Services,Roy Morris & Co PTY LTD,-38.331862,144.3236177,"26 Pearl St, Torquay VIC 3228",
1375,Torquay,Legal Services,Mann Legal - Torquay,-38.3308527,144.3246131,"7 Zeally Bay Rd, Torquay VIC 3228",
1376,Ocean Grove,Legal Services,Vines Lawyers,-38.2677143,144.5230563,"3/69 The Terrace, Ocean Grove VIC 3226",
1377,Ocean Grove,Legal Services,Barwick Ristevski Lawyers,-38.2666762,144.5235405,"79 The Parade, Ocean Grove VIC 3226",
1378,Ivanhoe East - Eaglemont,Legal Services,Corporate Mercantile,-37.765387,145.068799,"20 Glenard Dr, Eaglemont VIC 3084",
1379,Dandenong South,Legal Services,Helen Proctor Consulting & Legal,-38.0413723,145.2254244,"140 Colemans Rd, Lyndhurst VIC 3975",
1380,Carnegie,Legal Services,Thompson & Thompson,-37.889041,145.056907,"145 Koornang Rd, Carnegie VIC 3163",
1381,Carnegie,Legal Services,"Denim Law (Criminal, Family)",-37.8839311,145.0547101,"Suite 8/1044a Dandenong Rd, Carnegie VIC 3163",
1382,Carnegie,Legal Services,Koornang Legal Services,-37.884744,145.058089,"22 Koornang Rd, Carnegie VIC 3163",
1383,Carnegie,Legal Services,Vision Solicitors-Legal Solutions,-37.8884563,145.056896,"Suite 1, Level, 1/23 Koornang Rd, Carnegie VIC 3163",
1384,caulfield,Legal Services,Le Mercier Legal Pty Ltd,-37.884453,145.036471,"33 Booran Rd, Caulfield VIC 3162",
1385,caulfield,Legal Services,Freed & Golding Lawyers,-37.882387,145.024817,"26 Anderson St, Caulfield VIC 3162",
1386,caulfield,Legal Services,Rickards Legal,-37.886491,145.020156,"731 Glen Huntly Rd, Caulfield VIC 3162",
1387,caulfield,Legal Services,Sterling & Sheink,-37.8742477,145.0242908,"156 Hawthorn Rd, Caulfield North VIC 3161",
1388,Kyneton ,Legal Services,Faulkner,-37.2447073,144.4542672,"178 Mollison St, Kyneton VIC 3444",
1390,Essendon North,Legal Services,Essendon Legal & Business Services,-37.7385392,144.8963644,"Ground Floor/264 Keilor Rd, Essendon North VIC 3041",
1391,Essendon North,Legal Services,MDM Lawyers,-37.7384204,144.896007,"268 Keilor Rd, Essendon North VIC 3041",
1392,Keilor East ,Legal Services,Millars Lawyers,-37.732966,144.867426,"50 Wingara Ave, Keilor East VIC 3033",
1393,Keilor East ,Legal Services,Kentucky Restaurant Lawyers,-37.744392,144.866383,"33 McFarlane St, Keilor East VIC 3033",
1394,Keilor East ,Legal Services,Bruce C Chalmers,-37.733302,144.86652,"21 Centreway, Keilor East VIC 3033",
1395,Beaumaris,Legal Services,Petersons Legal,-37.984419,145.038904,"75 Haldane St, Beaumaris VIC 3193",
1396,Beaumaris,Legal Services,G. C. F Mier & Associates,-37.987924,145.032337,"37 Reserve Rd, Beaumaris VIC 3193",
1397,Beaumaris,Legal Services,James P. Donald,-37.9924235,145.0414568,"5/464 Beach Rd, Beaumaris VIC 3193",
1398,Beaumaris,Legal Services,Willis Simmonds Lawyers,-37.9852784,145.0334267,"1 N Concourse, Beaumaris VIC 3193",
1399,Yarraville,Legal Services,Lawyers Direct,-37.812171,144.886435,"98 Hamilton St, Yarraville VIC 3013",
1400,Yarraville,Legal Services,Patrick J Cannon Coburn & Associates Pty,-37.815707,144.897389,"20/157 Hyde St, Yarraville VIC 3013",
1401,Yarraville,Legal Services,Anderson Family Lawyers,-37.8163199,144.8889015,"4b/58 Anderson St, Yarraville VIC 3013",
1402,Dingley Village,Legal Services,Brand Protection Co,-37.9837737,145.1340915,"15c/79 Centre Dandenong Rd, Dingley Village VIC 3172",
1403,Dingley Village,Legal Services,Lyttletons Lawyers,-37.983445,145.131785,"2/128 Centre Dandenong Rd, Dingley Village VIC 3172",
1406,Elwood,Legal Services,O'Brien Law,-37.8789022,144.9829712,"60/62 Broadway, Elwood VIC 3184",
1407,Elwood,Legal Services,Aaron Eidelson,-37.883187,144.984281,"41 Ormond Rd, Elwood VIC 3184",
1408,Elwood,Legal Services,VicE-Convey.,-37.8868675,144.9836148,"Ormond Esplanade, Elwood VIC 3184",
1409,Elwood,Legal Services,Senad Palackic Lawyers,-37.8828576,144.993047,"4/208 Tennyson St, Elwood VIC 3184",
1410,Elwood,Legal Services,Jessop & Komesaroff Lawyers,-37.8825787,144.9822512,"6 Ormond Rd, Elwood VIC 3184",
1411,Bulleen,Legal Services,MHM Legal,-37.766375,145.092204,"P.O. Box 256, Bulleen VIC 3105",
1412,Bulleen,Legal Services,Petra Legal,-37.7694365,145.0962606,"18 Pinnacle Cres, Bulleen VIC 3105",
1413,Bulleen,Legal Services,PL Clarke Solicitors,-37.771988,145.101032,"184 Manningham Rd, Bulleen VIC 3105",
1414,Wantirna,Legal Services,Knights Solicitors,-37.8635198,145.2315096,"9 Edgeware Ct, Wantirna VIC 3152",
1415,Wantirna,Legal Services,Vaughan Kelly & Associates,-37.8474706,145.2332434,"30/348 Mountain Hwy, Wantirna VIC 3152",
1417,Wantirna,Legal Services,Jansen Walsh & Grace Conveyancing and Commercial Lawyers,-37.84753,145.232773,"Suite 30 Wantirna Mall, 348 Mountain Hwy, Wantirna VIC 3152",
1418,Richmond ,Legal Services,Hammersmith Lawyers,-37.8187129,145.0027459,"1/369 Bridge Rd, Richmond VIC 3121",
1419,Richmond ,Legal Services,Sharpe & Abel Pty Ltd.,-37.813929,144.9981178,"6/8 Bromham Pl, Richmond VIC 3121",
1420,Richmond ,Legal Services,Mach & Associates,-37.810149,144.994645,"90B Victoria St, Richmond VIC 3121",
1421,Albert Park,Legal Services,Farrar Gesini Dunn Lawyers,-37.842022,144.9532465,"11 Victoria Ave, Albert Park VIC 3206",
1424,Malvern East ,Legal Services,SZ Lawyers,-37.8687177,145.0605299,"Level 2, 1911 Malvern Road Malvern East, Melbourne VIC 3145",
1425,Malvern East ,Legal Services,Prapas & Co,-37.8754896,145.0454078,"61 Waverley Rd, Malvern East VIC 3145",
1426,Malvern East ,Legal Services,John Bennison,-37.869053,145.038948,"43 Tooronga Rd, Malvern East VIC 3145",
1427,Clifton Hill,Legal Services,Scomparin & Bernardi,-37.7886742,144.9917458,"173 Queens Parade, Clifton Hill VIC 3068",
1428,Clifton Hill,Legal Services,Vincent Volpe,-37.7887336,144.9916034,"171 Queens Parade, Clifton Hill VIC 3068",
1429,Clifton Hill,Legal Services,Ruth Harper Solicitor,-37.789045,145.00474,"4 Park Dr, Clifton Hill VIC 3068",
1430,Toorak,Legal Services,Davis Law Pty Ltd,-37.841734,145.009728,"59 Ross St, Toorak VIC 3142",
1431,Toorak,Legal Services,Muir Legal,-37.8406368,145.0082667,"459 Toorak Rd, Toorak VIC 3142",
1432,Toorak,Legal Services,ALFA Lawyers,-37.8479549,145.0043021,"Suite 2/537 Malvern Rd, Toorak VIC 3142",
1433,Toorak,Legal Services,SGM Legal,-37.843028,145.026626,"643 Toorak Rd, Toorak VIC 3142",
1434,Kensington,Legal Services,Buyers Advocacy Australia,-37.797493,144.920445,"43 Wakefield St, Kensington VIC 3031",
1435,Kensington,Legal Services,Kensington Lawyers,-37.7885145,144.930868,"301A Racecourse Rd, Kensington VIC 3031",
1438,Greenvale - Bulla,Legal Services,Papa Phillip A,-37.6557159,144.8904432,"18 Murray Cl, Greenvale VIC 3059",
1439,Greenvale - Bulla,Legal Services,Carlton Joosten Lawyers,-37.640983,144.89803,"14 Middleton Ct, Greenvale VIC 3059",
1440,Ascot Vale,Legal Services,Tartaglia Lawyers,-37.7723933,144.9163027,"240 Union Rd, Ascot Vale VIC 3032",
1441,Ascot Vale,Legal Services,Frank Sagaria & Associates,-37.774668,144.915468,"141 Union Rd, Ascot Vale VIC 3032",
1442,Brunswick,Legal Services,Baraka Lawyers,-37.7638527,144.9624097,"569 Sydney Rd, Brunswick VIC 3056",
1443,Brunswick,Legal Services,Draddy Legal,-37.7616215,144.9608018,"1/9 Florence St, Brunswick VIC 3056",
1444,Brunswick,Legal Services,Mck Legal,-37.775357,144.970898,"103 Lygon St, Brunswick VIC 3056",
1445,Brunswick,Legal Services,John Di Santo,-37.7611811,144.9633884,"694 Sydney Rd, Brunswick VIC 3056",
1446,Hampton Park - Lynbrook,Legal Services,Davies Lawyers,-37.9403741,145.0017679,"1/249 Hampton St, Hampton VIC 3188",
1447,Hampton Park - Lynbrook,Legal Services,Keith Cameron Solicitor,-37.933567,145.002998,"467 Hampton St, Hampton VIC 3188",
1448,Hawthorn East,Legal Services,Eastbridge Ltd,-37.8238804,145.0488157,"737 Burwood Rd, Hawthorn East VIC 3123",
1449,Hawthorn East,Legal Services,Conveyancing Yes,-37.825628,145.048915,"17/39 Auburn Grove, Hawthorn East VIC 3123",
1451,North Melbourne,Legal Services,Samo Lawyers,-37.7997693,144.9543219,"224/55 Flemington Rd, North Melbourne VIC 3051",
1452,North Melbourne,Legal Services,Davis & Le Lawyers,-37.8005616,144.9554189,"5B/33 Flemington Rd, North Melbourne VIC 3051",
1453,North Melbourne,Legal Services,Erskine Rodan & Associates,-37.805111,144.950968,"460 Victoria St, North Melbourne VIC 3051",
1454,Box Hill North,Legal Services,Assurance Solicitors,-37.8111475,145.1295609,"17A Tyne St, Box Hill North VIC 3129",
1455,Box Hill North,Legal Services,D Y & Co Lawyers,-37.8018877,145.1264183,"suite 2/935 Station St, Box Hill North VIC 3129",
1456,Murrumbeena,Legal Services,Gioutlou & Co. Lawyers,-37.890588,145.0665321,"92A Murrumbeena Rd, Murrumbeena VIC 3163",
1457,Murrumbeena,Legal Services,DBFS Lawyers,-37.888714,145.067061,"50A Murrumbeena Rd, Murrumbeena VIC 3163",
1458,Murrumbeena,Legal Services,Bailey Timms Lawyers,-37.8886948,145.0669751,"50 Murrumbeena Rd, Murrumbeena VIC 3163",
1459,Drouin,Legal Services,Richard Davis & Associates,-38.1350779,145.8556711,"7 Hamp Ln, Drouin VIC 3818",
1461,Cowes,Legal Services,Birch Ross & Barlow,-38.450496,145.2395715,"69A Chapel St, Cowes VIC 3922",
1462,Cowes,Legal Services,Bass Coast Solicitors,-38.454217,145.2387124,"134-138 Thompson Ave, Cowes VIC 3922",
